full_name,Position,TEAM,GP,MIN,PTS,FG_PCT,FG3_PCT,FT_PCT,AST,BLK,STL,REB,TOV,Salary,DREB,FG3A,FG3M,FGA,FGM,FTA,FTM,GS,LEAGUE_ID,OREB,ORGANIZATION_ID,PF,PLAYER_AGE,PLAYER_ID,SCHOOL_NAME,SEASON_ID,TEAM_ID,Team_ID,id,first_name,last_name,is_active,PlayerID,Status,TeamID,Team,Jersey,PositionCategory,FirstName,LastName,Height,Weight,BirthDate,BirthCity,BirthState,BirthCountry,HighSchool,College,PhotoUrl,Experience,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,FantasyAlarmPlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,FanDuelName,DraftKingsName,YahooName,DepthChartPosition,DepthChartOrder,GlobalTeamID,FantasyDraftName,FantasyDraftPlayerID,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated,NbaDotComPlayerID
Avery Bradley,SG,LAL,49,1186,423,0.444,0.364,0.833,63,5,43,115,47,4767000,97,173,63,383,170,24,20,44,0,18,,110,29,202340,,2019-20,1610612747,,202340,Avery,Bradley,TRUE,20000559,Active,27,LAL,11,G,Avery,Bradley,75,180,1990-11-26T00:00:00,Tacoma,Washington,,,Texas,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000559.png,8,b23917d2-bb0d-49fa-a384-80d994561d0c,1730,3112,200541,513607,744020,2753,Scrambled,Scrambled,,Scrambled,12334,513607,4750,Avery Bradley,Avery Bradley,Avery Bradley,PG,0,20000027,Avery Bradley,513607,4587322,http://cdn.usatsimg.com/api/download/?imageID=11575622,http://cdn.usatsimg.com/api/download/?imageID=10772142,2018-11-02T14:24:01,2018-04-07T14:18:37,202340
Tony Bradley,C,UTA,50,535,233,0.665,1,0.65,17,25,12,216,23,1962360,126,1,1,155,103,40,26,2,0,90,,98,22,1628396,,2019-20,1610612762,,1628396,Tony,Bradley,TRUE,20001857,Active,17,UTA,13,C,Tony,Bradley,82,248,1998-01-08T00:00:00,,,,,North Carolina,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001857.png,1,6130d33e-5725-4f5d-8f81-76ecd691a5b2,2820,4170,200965,950065,774933,,Scrambled,Scrambled,,Scrambled,80823,950065,5841,Tony Bradley,Tony Bradley,Tony Bradley,C,1,20000017,Tony Bradley,950065,4586708,http://cdn.usatsimg.com/api/download/?imageID=13477232,http://cdn.usatsimg.com/api/download/?imageID=13514668,2019-10-09T17:16:12,2019-10-14T09:52:12,1628396
Tony Bradley,C,UTA,50,535,233,0.665,1,0.65,17,25,12,216,23,1962360,126,1,1,155,103,40,26,2,0,90,,98,22,1628396,,2019-20,1610612762,,1628396,Tony,Bradley,TRUE,20001857,Active,17,UTA,13,C,Tony,Bradley,82,248,1998-01-08T00:00:00,,,,,North Carolina,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001857.png,1,6130d33e-5725-4f5d-8f81-76ecd691a5b2,2820,4170,200965,950065,774933,,Scrambled,Scrambled,,Scrambled,80823,950065,5841,Tony Bradley,Tony Bradley,Tony Bradley,C,1,20000017,Tony Bradley,950065,4586708,http://cdn.usatsimg.com/api/download/?imageID=13477232,http://cdn.usatsimg.com/api/download/?imageID=13514668,2019-10-09T17:16:12,2019-10-14T09:52:12,1628396
Jarrell Brantley,PF,UTA,5,13,0,0,0,0,1,2,0,5,2,,5,0,0,0,0,0,0,0,0,0,,2,23,1629714,,2019-20,1610612762,,1629714,Jarrell,Brantley,TRUE,20002330,Active,17,UTA,5,F,Jarrell,Brantley,77,250,,,,,,Charleston,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002330.png,0,9208711c-a497-4400-8f4a-42b886c19b72,,4934,201265,895833,767132,,Scrambled,Scrambled,,Scrambled,110308,895833,6238,Jarrell Brantley,Jarrell Brantley,Jarrell Brantley,,,20000017,Jarrell Brantley,895833,4586710,http://cdn.usatsimg.com/api/download/?imageID=13477280,http://cdn.usatsimg.com/api/download/?imageID=13514599,2019-10-09T17:16:12,2019-10-14T09:49:50,1629714
Jarrell Brantley,PF,UTA,5,13,0,0,0,0,1,2,0,5,2,,5,0,0,0,0,0,0,0,0,0,,2,23,1629714,,2019-20,1610612762,,1629714,Jarrell,Brantley,TRUE,20002330,Active,17,UTA,5,F,Jarrell,Brantley,77,250,,,,,,Charleston,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002330.png,0,9208711c-a497-4400-8f4a-42b886c19b72,,4934,201265,895833,767132,,Scrambled,Scrambled,,Scrambled,110308,895833,6238,Jarrell Brantley,Jarrell Brantley,Jarrell Brantley,,,20000017,Jarrell Brantley,895833,4586710,http://cdn.usatsimg.com/api/download/?imageID=13477280,http://cdn.usatsimg.com/api/download/?imageID=13514599,2019-10-09T17:16:12,2019-10-14T09:49:50,1629714
Ignas Brazdeikis,PF,NYK,9,53,17,0.273,0.111,0.8,4,1,0,5,2,898310,3,9,1,22,6,5,4,0,0,2,,3,21,1629649,,2019-20,1610612752,,1629649,Ignas,Brazdeikis,TRUE,20002313,Active,6,NY,17,F,Ignas,Brazdeikis,78,221,,,,,,Michigan,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002313.png,0,0c7bd636-5280-47f4-a7df-cedf5c1d921a,,4766,201254,1133802,785369,,Scrambled,Scrambled,,Scrambled,110335,1133802,6235,Ignas Brazdeikis,Ignas Brazdeikis,Ignas Brazdeikis,C,1,20000006,Ignas Brazdeikis,1133802,4588206,http://cdn.usatsimg.com/api/download/?imageID=13458714,http://cdn.usatsimg.com/api/download/?imageID=13514993,2019-10-09T17:16:12,2019-10-14T10:04:23,1629649
Ignas Brazdeikis,PF,NYK,9,53,17,0.273,0.111,0.8,4,1,0,5,2,898310,3,9,1,22,6,5,4,0,0,2,,3,21,1629649,,2019-20,1610612752,,1629649,Ignas,Brazdeikis,TRUE,20002313,Active,6,NY,17,F,Ignas,Brazdeikis,78,221,,,,,,Michigan,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002313.png,0,0c7bd636-5280-47f4-a7df-cedf5c1d921a,,4766,201254,1133802,785369,,Scrambled,Scrambled,,Scrambled,110335,1133802,6235,Ignas Brazdeikis,Ignas Brazdeikis,Ignas Brazdeikis,C,1,20000006,Ignas Brazdeikis,1133802,4588206,http://cdn.usatsimg.com/api/download/?imageID=13458714,http://cdn.usatsimg.com/api/download/?imageID=13514993,2019-10-09T17:16:12,2019-10-14T10:04:23,1629649
Mikal Bridges,SF,PHX,65,1773,565,0.516,0.352,0.848,115,39,93,259,65,4161000,200,159,56,407,210,105,89,24,0,59,,142,23,1628969,,2019-20,1610612756,,1628969,Mikal,Bridges,TRUE,20001998,Active,29,PHO,25,F,Mikal,Bridges,78,209,1996-08-30T00:00:00,,,,,Villanova,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001998.png,0,83cc5b28-36a7-43ba-ba20-8347bd1de583,2943,4386,201172,846400,761370,,Scrambled,Scrambled,,Scrambled,84670,846400,6021,Mikal Bridges,Mikal Bridges,Mikal Bridges,PF,0,20000029,Mikal Bridges,846400,4587179,http://cdn.usatsimg.com/api/download/?imageID=13714782,http://cdn.usatsimg.com/api/download/?imageID=13714784,2019-11-26T10:21:52,2019-11-26T10:22:11,1628969
Mikal Bridges,SF,PHX,65,1773,565,0.516,0.352,0.848,115,39,93,259,65,4161000,200,159,56,407,210,105,89,24,0,59,,142,23,1628969,,2019-20,1610612756,,1628969,Mikal,Bridges,TRUE,20001998,Active,29,PHO,25,F,Mikal,Bridges,78,209,1996-08-30T00:00:00,,,,,Villanova,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001998.png,0,83cc5b28-36a7-43ba-ba20-8347bd1de583,2943,4386,201172,846400,761370,,Scrambled,Scrambled,,Scrambled,84670,846400,6021,Mikal Bridges,Mikal Bridges,Mikal Bridges,PF,0,20000029,Mikal Bridges,846400,4587179,http://cdn.usatsimg.com/api/download/?imageID=13714782,http://cdn.usatsimg.com/api/download/?imageID=13714784,2019-11-26T10:21:52,2019-11-26T10:22:11,1628969
Miles Bridges,SF,CHA,65,1996,843,0.424,0.33,0.809,114,48,40,362,95,3755400,274,300,99,753,319,131,106,64,0,88,,132,21,1628970,,2019-20,1610612766,,1628970,Miles,Bridges,TRUE,20002003,Active,2,CHA,0,F,Miles,Bridges,78,225,1998-03-21T00:00:00,,,,,Michigan State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002003.png,0,af8f331b-96a6-416e-8837-b14d5b11c52d,2937,4383,201118,957479,774909,,Scrambled,Scrambled,,Scrambled,84678,957479,6023,Miles Bridges,Miles Bridges,Miles Bridges,SF,0,20000002,Miles Bridges,957479,4587539,http://cdn.usatsimg.com/api/download/?imageID=13454542,http://cdn.usatsimg.com/api/download/?imageID=13514787,2019-10-03T13:01:09,2019-10-14T09:55:59,1628970
Miles Bridges,SF,CHA,65,1996,843,0.424,0.33,0.809,114,48,40,362,95,3755400,274,300,99,753,319,131,106,64,0,88,,132,21,1628970,,2019-20,1610612766,,1628970,Miles,Bridges,TRUE,20002003,Active,2,CHA,0,F,Miles,Bridges,78,225,1998-03-21T00:00:00,,,,,Michigan State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002003.png,0,af8f331b-96a6-416e-8837-b14d5b11c52d,2937,4383,201118,957479,774909,,Scrambled,Scrambled,,Scrambled,84678,957479,6023,Miles Bridges,Miles Bridges,Miles Bridges,SF,0,20000002,Miles Bridges,957479,4587539,http://cdn.usatsimg.com/api/download/?imageID=13454542,http://cdn.usatsimg.com/api/download/?imageID=13514787,2019-10-03T13:01:09,2019-10-14T09:55:59,1628970
Oshae Brissett,PF,TOR,19,135,37,0.361,0.2,0.8,7,1,4,26,7,,17,15,3,36,13,10,8,0,0,9,,18,21,1629052,,2019-20,1610612761,,1629052,Oshae,Brissett,TRUE,20002356,Active,10,TOR,12,F,Oshae,Brissett,79,210,,,,,,Syracuse,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002356.png,0,36c27a5d-c5bd-4e81-83b6-c77457103855,,4816,201337,1076192,780984,,Scrambled,Scrambled,,Scrambled,117283,1076192,6290,Oshae Brissett,Oshae Brissett,Oshae Brissett,,,20000010,Oshae Brissett,1076192,4588034,http://cdn.usatsimg.com/api/download/?imageID=13562260,http://cdn.usatsimg.com/api/download/?imageID=13562276,2019-10-24T18:08:58,2019-10-24T18:09:15,1629052
Oshae Brissett,PF,TOR,19,135,37,0.361,0.2,0.8,7,1,4,26,7,,17,15,3,36,13,10,8,0,0,9,,18,21,1629052,,2019-20,1610612761,,1629052,Oshae,Brissett,TRUE,20002356,Active,10,TOR,12,F,Oshae,Brissett,79,210,,,,,,Syracuse,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002356.png,0,36c27a5d-c5bd-4e81-83b6-c77457103855,,4816,201337,1076192,780984,,Scrambled,Scrambled,,Scrambled,117283,1076192,6290,Oshae Brissett,Oshae Brissett,Oshae Brissett,,,20000010,Oshae Brissett,1076192,4588034,http://cdn.usatsimg.com/api/download/?imageID=13562260,http://cdn.usatsimg.com/api/download/?imageID=13562276,2019-10-24T18:08:58,2019-10-24T18:09:15,1629052
Malcolm Brogdon,PG,IND,48,1472,784,0.439,0.313,0.895,343,8,33,226,115,20000000,186,195,61,659,289,162,145,48,0,40,,88,27,1627763,,2019-20,1610612754,,1627763,Malcolm,Brogdon,TRUE,20001701,Active,13,IND,7,G,Malcolm,Brogdon,77,229,1992-12-11T00:00:00,Norcross,Georgia,,,Virginia,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001701.png,2,f7134fc8-b298-41fd-933d-d0c4a5d8f6ac,2636,3898,200797,601146,750861,,Scrambled,Scrambled,2020-03-08T00:00:00,Scrambled,16359,601146,5667,Malcolm Brogdon,Malcolm Brogdon,Malcolm Brogdon,PG,0,20000013,Malcolm Brogdon,601146,4587697,http://cdn.usatsimg.com/api/download/?imageID=13714871,http://cdn.usatsimg.com/api/download/?imageID=13714885,2019-11-26T10:24:22,2019-11-26T10:24:52,1627763
Malcolm Brogdon,PG,IND,48,1472,784,0.439,0.313,0.895,343,8,33,226,115,20000000,186,195,61,659,289,162,145,48,0,40,,88,27,1627763,,2019-20,1610612754,,1627763,Malcolm,Brogdon,TRUE,20001701,Active,13,IND,7,G,Malcolm,Brogdon,77,229,1992-12-11T00:00:00,Norcross,Georgia,,,Virginia,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001701.png,2,f7134fc8-b298-41fd-933d-d0c4a5d8f6ac,2636,3898,200797,601146,750861,,Scrambled,Scrambled,2020-03-08T00:00:00,Scrambled,16359,601146,5667,Malcolm Brogdon,Malcolm Brogdon,Malcolm Brogdon,PG,0,20000013,Malcolm Brogdon,601146,4587697,http://cdn.usatsimg.com/api/download/?imageID=13714871,http://cdn.usatsimg.com/api/download/?imageID=13714885,2019-11-26T10:24:22,2019-11-26T10:24:52,1627763
Dillon Brooks,SF,MEM,65,1851,1020,0.402,0.369,0.809,128,25,57,213,108,1618520,152,358,132,925,372,178,144,65,0,61,,246,24,1628415,,2019-20,1610612763,,1628415,Dillon,Brooks,TRUE,20001873,Active,21,MEM,24,F,Dillon,Brooks,79,225,1996-01-22T00:00:00,,,,,Oregon,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001873.png,1,72a6489b-ad35-4f06-8a4f-a68ea1052f7b,2822,4125,200987,854601,762753,,Scrambled,Scrambled,2020-03-11T00:00:00,Scrambled,60233,854601,5858,Dillon Brooks,Dillon Brooks,Dillon Brooks,SG,0,20000021,Dillon Brooks,854601,4586932,http://cdn.usatsimg.com/api/download/?imageID=13714984,http://cdn.usatsimg.com/api/download/?imageID=13714975,2019-11-26T10:27:15,2019-11-26T10:27:05,1628415
Dillon Brooks,SF,MEM,65,1851,1020,0.402,0.369,0.809,128,25,57,213,108,1618520,152,358,132,925,372,178,144,65,0,61,,246,24,1628415,,2019-20,1610612763,,1628415,Dillon,Brooks,TRUE,20001873,Active,21,MEM,24,F,Dillon,Brooks,79,225,1996-01-22T00:00:00,,,,,Oregon,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001873.png,1,72a6489b-ad35-4f06-8a4f-a68ea1052f7b,2822,4125,200987,854601,762753,,Scrambled,Scrambled,2020-03-11T00:00:00,Scrambled,60233,854601,5858,Dillon Brooks,Dillon Brooks,Dillon Brooks,SG,0,20000021,Dillon Brooks,854601,4586932,http://cdn.usatsimg.com/api/download/?imageID=13714984,http://cdn.usatsimg.com/api/download/?imageID=13714975,2019-11-26T10:27:15,2019-11-26T10:27:05,1628415
Bruce Brown,SG,DET,58,1634,517,0.443,0.344,0.739,230,29,63,274,100,1416852,213,96,33,447,198,119,88,43,0,61,,162,23,1628971,,2019-20,1610612765,,1628971,Bruce,Brown,TRUE,20002040,Active,14,DET,6,G,Bruce,Brown Jr.,76,202,1996-08-15T00:00:00,,,,,Miami (FL),https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002040.png,0,fc058e75-1015-4bbe-8fab-925d5f6d83fb,2962,4403,201161,941834,775632,,Scrambled,Scrambled,2020-03-11T00:00:00,Scrambled,84694,941834,6053,Bruce Brown,Bruce Brown,Bruce Brown,PG,1,20000014,Bruce Brown,941834,4587790,http://cdn.usatsimg.com/api/download/?imageID=13477220,http://cdn.usatsimg.com/api/download/?imageID=11993949,2019-10-09T17:16:12,2019-01-14T09:59:12,1628971
Bruce Brown,SG,DET,58,1634,517,0.443,0.344,0.739,230,29,63,274,100,1416852,213,96,33,447,198,119,88,43,0,61,,162,23,1628971,,2019-20,1610612765,,1628971,Bruce,Brown,TRUE,20002040,Active,14,DET,6,G,Bruce,Brown Jr.,76,202,1996-08-15T00:00:00,,,,,Miami (FL),https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002040.png,0,fc058e75-1015-4bbe-8fab-925d5f6d83fb,2962,4403,201161,941834,775632,,Scrambled,Scrambled,2020-03-11T00:00:00,Scrambled,84694,941834,6053,Bruce Brown,Bruce Brown,Bruce Brown,PG,1,20000014,Bruce Brown,941834,4587790,http://cdn.usatsimg.com/api/download/?imageID=13477220,http://cdn.usatsimg.com/api/download/?imageID=11993949,2019-10-09T17:16:12,2019-01-14T09:59:12,1628971
Jaylen Brown,SG,BOS,50,1702,1022,0.49,0.381,0.736,109,16,56,318,116,6534829,264,281,107,772,378,216,159,50,0,54,,151,23,1627759,,2019-20,1610612738,,1627759,Jaylen,Brown,TRUE,20001672,Active,9,BOS,7,G,Jaylen,Brown,78,223,1996-10-24T00:00:00,Marietta,Georgia,,,California,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001672.png,2,ffc5579c-783f-4d62-80ab-3c3dcb05a27d,2624,3894,200763,883436,767029,,Scrambled,Scrambled,2020-03-11T00:00:00,Scrambled,67026,883436,5602,Jaylen Brown,Jaylen Brown,Jaylen Brown,SF,0,20000009,Jaylen Brown,883436,4588336,http://cdn.usatsimg.com/api/download/?imageID=13477260,http://cdn.usatsimg.com/api/download/?imageID=13514568,2019-10-09T17:16:12,2019-10-14T09:48:58,1627759
Jaylen Brown,SG,BOS,50,1702,1022,0.49,0.381,0.736,109,16,56,318,116,6534829,264,281,107,772,378,216,159,50,0,54,,151,23,1627759,,2019-20,1610612738,,1627759,Jaylen,Brown,TRUE,20001672,Active,9,BOS,7,G,Jaylen,Brown,78,223,1996-10-24T00:00:00,Marietta,Georgia,,,California,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001672.png,2,ffc5579c-783f-4d62-80ab-3c3dcb05a27d,2624,3894,200763,883436,767029,,Scrambled,Scrambled,2020-03-11T00:00:00,Scrambled,67026,883436,5602,Jaylen Brown,Jaylen Brown,Jaylen Brown,SF,0,20000009,Jaylen Brown,883436,4588336,http://cdn.usatsimg.com/api/download/?imageID=13477260,http://cdn.usatsimg.com/api/download/?imageID=13514568,2019-10-09T17:16:12,2019-10-14T09:48:58,1627759
Moses Brown,C,POR,9,33,11,0.4,0,0.375,1,1,1,14,3,,11,0,0,10,4,8,3,0,0,3,,7,20,1629650,,2019-20,1610612757,,1629650,Moses,Brown,TRUE,20002352,Active,19,POR,4,C,Moses,Brown,86,245,,,,,,UCLA,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002352.png,0,355308f5-dbd8-4936-82fd-9a3c5c8e4b0d,,4811,201339,1134769,785473,,Scrambled,Scrambled,,Scrambled,117286,1134769,6289,Moses Brown,Moses Brown,Moses Brown,,,20000019,Moses Brown,1134769,4586664,http://cdn.usatsimg.com/api/download/?imageID=13454498,http://cdn.usatsimg.com/api/download/?imageID=13515097,2019-10-03T13:00:16,2019-10-14T10:08:30,1629650
Moses Brown,C,POR,9,33,11,0.4,0,0.375,1,1,1,14,3,,11,0,0,10,4,8,3,0,0,3,,7,20,1629650,,2019-20,1610612757,,1629650,Moses,Brown,TRUE,20002352,Active,19,POR,4,C,Moses,Brown,86,245,,,,,,UCLA,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002352.png,0,355308f5-dbd8-4936-82fd-9a3c5c8e4b0d,,4811,201339,1134769,785473,,Scrambled,Scrambled,,Scrambled,117286,1134769,6289,Moses Brown,Moses Brown,Moses Brown,,,20000019,Moses Brown,1134769,4586664,http://cdn.usatsimg.com/api/download/?imageID=13454498,http://cdn.usatsimg.com/api/download/?imageID=13515097,2019-10-03T13:00:16,2019-10-14T10:08:30,1629650
Sterling Brown,SG,MIL,45,665,223,0.367,0.316,0.771,46,7,22,165,36,1618520,137,114,36,218,80,35,27,1,0,28,,45,25,1628425,,2019-20,1610612749,,1628425,Sterling,Brown,TRUE,20001864,Active,15,MIL,23,G,Sterling,Brown,77,219,1995-02-10T00:00:00,,,,,SMU,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001864.png,1,2c04ab46-c23c-4df8-a748-15f0e35e4e8b,2829,4197,200986,740339,756578,,Scrambled,Scrambled,,Scrambled,40262,740339,5859,Sterling Brown,Sterling Brown,Sterling Brown,PG,1,20000015,Sterling Brown,740339,4587751,http://cdn.usatsimg.com/api/download/?imageID=11575932,http://cdn.usatsimg.com/api/download/?imageID=13515112,2018-11-02T15:17:15,2019-10-14T10:08:53,1628425
Sterling Brown,SG,MIL,45,665,223,0.367,0.316,0.771,46,7,22,165,36,1618520,137,114,36,218,80,35,27,1,0,28,,45,25,1628425,,2019-20,1610612749,,1628425,Sterling,Brown,TRUE,20001864,Active,15,MIL,23,G,Sterling,Brown,77,219,1995-02-10T00:00:00,,,,,SMU,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001864.png,1,2c04ab46-c23c-4df8-a748-15f0e35e4e8b,2829,4197,200986,740339,756578,,Scrambled,Scrambled,,Scrambled,40262,740339,5859,Sterling Brown,Sterling Brown,Sterling Brown,PG,1,20000015,Sterling Brown,740339,4587751,http://cdn.usatsimg.com/api/download/?imageID=11575932,http://cdn.usatsimg.com/api/download/?imageID=13515112,2018-11-02T15:17:15,2019-10-14T10:08:53,1628425
Charles Brown Jr.,PF,ATL,10,40,20,0.316,0.333,1,2,2,2,4,3,,2,9,3,19,6,5,5,0,0,2,,3,23,1629718,,2019-20,1610612737,,1629718,Charles,Brown Jr.,TRUE,20002455,Active,3,ATL,4,F,Charlie,Brown Jr.,78,199,,,,,,Saint Joseph&#x27;s,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002455.png,0,c64b2514-98dc-4cd9-a920-5b36abb7c252,,4829,201341,950955,775807,,Scrambled,Scrambled,,Scrambled,117290,950955,6293,Charles Brown,Charlie Brown,Charlie Brown,,,20000003,Charlie Brown,950955,4587580,http://cdn.usatsimg.com/api/download/?imageID=13996130,http://cdn.usatsimg.com/api/download/?imageID=13996131,2020-02-04T16:09:47,2020-02-04T16:10:14,1629718
Charles Brown Jr.,PF,ATL,10,40,20,0.316,0.333,1,2,2,2,4,3,,2,9,3,19,6,5,5,0,0,2,,3,23,1629718,,2019-20,1610612737,,1629718,Charles,Brown Jr.,TRUE,20002455,Active,3,ATL,4,F,Charlie,Brown Jr.,78,199,,,,,,Saint Joseph&#x27;s,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002455.png,0,c64b2514-98dc-4cd9-a920-5b36abb7c252,,4829,201341,950955,775807,,Scrambled,Scrambled,,Scrambled,117290,950955,6293,Charles Brown,Charlie Brown,Charlie Brown,,,20000003,Charlie Brown,950955,4587580,http://cdn.usatsimg.com/api/download/?imageID=13996130,http://cdn.usatsimg.com/api/download/?imageID=13996131,2020-02-04T16:09:47,2020-02-04T16:10:14,1629718
Troy Brown Jr.,SF,WAS,61,1519,594,0.453,0.345,0.754,142,6,76,325,65,3219480,261,145,50,506,229,114,86,14,0,64,,110,20,1628972,,2019-20,1610612764,,1628972,Troy,Brown Jr.,TRUE,20002002,Active,1,WAS,6,F,Troy,Brown,78,215,1999-07-28T00:00:00,,,,,Oregon,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002002.png,0,5350a897-aa31-4510-8feb-e709e1feb844,2951,4404,201189,1082704,781155,,Scrambled,Scrambled,,Scrambled,84668,1082704,6026,Troy Brown,Troy Brown Jr.,Troy Brown Jr.,SF,1,20000001,Troy Brown Jr.,1082704,4587490,http://cdn.usatsimg.com/api/download/?imageID=13477372,http://cdn.usatsimg.com/api/download/?imageID=13514969,2019-10-09T17:16:12,2019-10-14T10:03:23,1628972
Troy Brown Jr.,SF,WAS,61,1519,594,0.453,0.345,0.754,142,6,76,325,65,3219480,261,145,50,506,229,114,86,14,0,64,,110,20,1628972,,2019-20,1610612764,,1628972,Troy,Brown Jr.,TRUE,20002002,Active,1,WAS,6,F,Troy,Brown,78,215,1999-07-28T00:00:00,,,,,Oregon,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002002.png,0,5350a897-aa31-4510-8feb-e709e1feb844,2951,4404,201189,1082704,781155,,Scrambled,Scrambled,,Scrambled,84668,1082704,6026,Troy Brown,Troy Brown Jr.,Troy Brown Jr.,SF,1,20000001,Troy Brown Jr.,1082704,4587490,http://cdn.usatsimg.com/api/download/?imageID=13477372,http://cdn.usatsimg.com/api/download/?imageID=13514969,2019-10-09T17:16:12,2019-10-14T10:03:23,1628972
Jalen Brunson,PG,DAL,57,1022,466,0.466,0.358,0.813,188,4,22,134,66,1416852,112,120,43,388,181,75,61,16,0,22,,74,23,1628973,,2019-20,1610612742,,1628973,Jalen,Brunson,TRUE,20002032,Active,25,DAL,13,G,Jalen,Brunson,73,190,1996-08-31T00:00:00,,,,,Villanova,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002032.png,0,8d3edba8-9004-4199-9328-cc2208e8b0d3,2983,4405,201137,887914,767283,,Scrambled,Scrambled,2020-03-14T00:00:00,Scrambled,84690,887914,6044,Jalen Brunson,Jalen Brunson,Jalen Brunson,PG,1,20000025,Jalen Brunson,887914,4587134,http://cdn.usatsimg.com/api/download/?imageID=13477346,http://cdn.usatsimg.com/api/download/?imageID=13514675,2019-10-09T17:16:12,2019-10-14T09:52:33,1628973
Jalen Brunson,PG,DAL,57,1022,466,0.466,0.358,0.813,188,4,22,134,66,1416852,112,120,43,388,181,75,61,16,0,22,,74,23,1628973,,2019-20,1610612742,,1628973,Jalen,Brunson,TRUE,20002032,Active,25,DAL,13,G,Jalen,Brunson,73,190,1996-08-31T00:00:00,,,,,Villanova,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002032.png,0,8d3edba8-9004-4199-9328-cc2208e8b0d3,2983,4405,201137,887914,767283,,Scrambled,Scrambled,2020-03-14T00:00:00,Scrambled,84690,887914,6044,Jalen Brunson,Jalen Brunson,Jalen Brunson,PG,1,20000025,Jalen Brunson,887914,4587134,http://cdn.usatsimg.com/api/download/?imageID=13477346,http://cdn.usatsimg.com/api/download/?imageID=13514675,2019-10-09T17:16:12,2019-10-14T09:52:33,1628973
Thomas Bryant,C,WAS,38,901,460,0.599,0.407,0.737,71,33,14,260,48,8000000,185,54,22,307,184,95,70,28,0,75,,85,22,1628418,,2019-20,1610612764,,1628418,Thomas,Bryant,TRUE,20001852,Active,1,WAS,13,C,Thomas,Bryant,82,248,1997-07-31T00:00:00,,,,,Indiana,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001852.png,1,030424b9-7367-45e1-b9d4-c8dee3a89e53,2825,4155,200978,896601,766664,,Scrambled,Scrambled,,Scrambled,67312,896601,5855,Thomas Bryant,Thomas Bryant,Thomas Bryant,C,0,20000001,Thomas Bryant,896601,4587492,http://cdn.usatsimg.com/api/download/?imageID=13477375,http://cdn.usatsimg.com/api/download/?imageID=13514946,2019-10-09T17:16:12,2019-10-14T10:02:30,1628418
