,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GS,LEAGUE_ID,MIN,OREB,ORGANIZATION_ID,PF,PLAYER_AGE,PLAYER_ID,PTS,RANK_AST,RANK_BLK,RANK_DREB,RANK_EFF,RANK_FG3A,RANK_FG3M,RANK_FG3_PCT,RANK_FGA,RANK_FGM,RANK_FG_PCT,RANK_FTA,RANK_FTM,RANK_FT_PCT,RANK_MIN,RANK_OREB,RANK_PTS,RANK_REB,RANK_STL,RANK_TOV,REB,SCHOOL_NAME,SEASON_ID,STL,TEAM_ABBREVIATION,TEAM_ID,TOV,Team_ID,id,full_name,first_name,last_name,is_active,PlayerID,SportsDataID,Status,TeamID,Team,Jersey,PositionCategory,Position,FirstName,LastName,Height,Weight,BirthDate,BirthCity,BirthState,BirthCountry,HighSchool,College,Salary,PhotoUrl,Experience,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,FantasyAlarmPlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,FanDuelName,DraftKingsName,YahooName,DepthChartPosition,DepthChartOrder,GlobalTeamID,FantasyDraftName,FantasyDraftPlayerID,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated,NbaDotComPlayerID
90,30,21.0,91.0,94,31,0.33,208,89,0.428,69,49,0.71,39,0,00,665.0,21.0,,38,24.0,1628966,258,,,,,,,,,,,,,,,,,,,,112.0,,2019-20,17.0,TOT,0.0,14.0,,1628966,Keita Bates-Diop,Keita,Bates-Diop,True,20002041,,Active,20,DEN,6,F,SF,Keita,Bates-Diop,80,229,1996-01-23T00:00:00,,,,,Ohio State,1416852.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002041.png,0,af3416bc-38fb-46ca-9b03-72a88d7fda35,2975.0,4378.0,201183.0,844045,761365.0,,Scrambled,Scrambled,,Scrambled,84688,844045,6059,Keita Bates-Diop,Keita Bates-Diop,Keita Bates-Diop,SF,1.0,20000020,Keita Bates-Diop,844045,4586820.0,http://cdn.usatsimg.com/api/download/?imageID=13477292,http://cdn.usatsimg.com/api/download/?imageID=13514760,2019-10-09T17:16:12,2019-10-14T09:55:00,1628966
91,30,20.0,89.0,94,31,0.33,206,87,0.422,65,46,0.708,37,0,00,646.0,21.0,,36,24.0,1628966,251,,,,,,,,,,,,,,,,,,,,110.0,,2019-20,17.0,MIN,1610612750.0,14.0,,1628966,Keita Bates-Diop,Keita,Bates-Diop,True,20002041,,Active,20,DEN,6,F,SF,Keita,Bates-Diop,80,229,1996-01-23T00:00:00,,,,,Ohio State,1416852.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002041.png,0,af3416bc-38fb-46ca-9b03-72a88d7fda35,2975.0,4378.0,201183.0,844045,761365.0,,Scrambled,Scrambled,,Scrambled,84688,844045,6059,Keita Bates-Diop,Keita Bates-Diop,Keita Bates-Diop,SF,1.0,20000020,Keita Bates-Diop,844045,4586820.0,http://cdn.usatsimg.com/api/download/?imageID=13477292,http://cdn.usatsimg.com/api/download/?imageID=13514760,2019-10-09T17:16:12,2019-10-14T09:55:00,1628966
92,0,1.0,2.0,0,0,0.0,2,2,1.0,4,3,0.75,2,0,00,19.0,0.0,,2,24.0,1628966,7,,,,,,,,,,,,,,,,,,,,2.0,,2019-20,0.0,DEN,1610612743.0,0.0,,1628966,Keita Bates-Diop,Keita,Bates-Diop,True,20002041,,Active,20,DEN,6,F,SF,Keita,Bates-Diop,80,229,1996-01-23T00:00:00,,,,,Ohio State,1416852.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002041.png,0,af3416bc-38fb-46ca-9b03-72a88d7fda35,2975.0,4378.0,201183.0,844045,761365.0,,Scrambled,Scrambled,,Scrambled,84688,844045,6059,Keita Bates-Diop,Keita Bates-Diop,Keita Bates-Diop,SF,1.0,20000020,Keita Bates-Diop,844045,4586820.0,http://cdn.usatsimg.com/api/download/?imageID=13477292,http://cdn.usatsimg.com/api/download/?imageID=13514760,2019-10-09T17:16:12,2019-10-14T09:55:00,1628966
93,30,21.0,91.0,94,31,0.33,208,89,0.428,69,49,0.71,39,0,00,665.0,21.0,,38,24.0,1628966,258,,,,,,,,,,,,,,,,,,,,112.0,,2019-20,17.0,TOT,0.0,14.0,,1628966,Keita Bates-Diop,Keita,Bates-Diop,True,20002041,,Active,20,DEN,6,F,SF,Keita,Bates-Diop,80,229,1996-01-23T00:00:00,,,,,Ohio State,1416852.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002041.png,0,af3416bc-38fb-46ca-9b03-72a88d7fda35,2975.0,4378.0,201183.0,844045,761365.0,,Scrambled,Scrambled,,Scrambled,84688,844045,6059,Keita Bates-Diop,Keita Bates-Diop,Keita Bates-Diop,SF,1.0,20000020,Keita Bates-Diop,844045,4586820.0,http://cdn.usatsimg.com/api/download/?imageID=13477292,http://cdn.usatsimg.com/api/download/?imageID=13514760,2019-10-09T17:16:12,2019-10-14T09:55:00,1628966
95,66,8.0,75.0,49,14,0.286,81,28,0.346,10,9,0.9,22,3,00,505.0,25.0,,41,31.0,201587,79,,,,,,,,,,,,,,,,,,,,100.0,,2019-20,17.0,CHA,1610612766.0,22.0,,201587,Nicolas Batum,Nicolas,Batum,True,20000617,,Active,2,CHA,5,G,SG,Nicolas,Batum,81,230,1988-12-14T00:00:00,Lisieux,France,,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10,a89ac040-715d-4057-8fc0-9d71ad06fa0a,1520.0,2821.0,200205.0,456451,739857.0,1852.0,Scrambled,Scrambled,,Scrambled,9809,456451,4487,Nicolas Batum,Nicolas Batum,Nicolas Batum,SG,1.0,20000002,Nicolas Batum,456451,4587535.0,http://cdn.usatsimg.com/api/download/?imageID=13714913,http://cdn.usatsimg.com/api/download/?imageID=13714888,2019-11-26T10:25:38,2019-11-26T10:24:56,201587
96,66,8.0,75.0,49,14,0.286,81,28,0.346,10,9,0.9,22,3,00,505.0,25.0,,41,31.0,201587,79,,,,,,,,,,,,,,,,,,,,100.0,,2019-20,17.0,CHA,1610612766.0,22.0,,201587,Nicolas Batum,Nicolas,Batum,True,20000617,,Active,2,CHA,5,G,SG,Nicolas,Batum,81,230,1988-12-14T00:00:00,Lisieux,France,,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10,a89ac040-715d-4057-8fc0-9d71ad06fa0a,1520.0,2821.0,200205.0,456451,739857.0,1852.0,Scrambled,Scrambled,,Scrambled,9809,456451,4487,Nicolas Batum,Nicolas Batum,Nicolas Batum,SG,1.0,20000002,Nicolas Batum,456451,4587535.0,http://cdn.usatsimg.com/api/download/?imageID=13714913,http://cdn.usatsimg.com/api/download/?imageID=13714888,2019-11-26T10:25:38,2019-11-26T10:24:56,201587
98,67,23.0,166.0,168,59,0.351,381,183,0.48,75,56,0.747,42,28,00,934.0,71.0,,141,33.0,203382,481,,,,,,,,,,,,,,,,,,,,237.0,,2019-20,10.0,PHX,1610612756.0,50.0,,203382,Aron Baynes,Aron,Baynes,True,20000652,,Active,29,PHO,46,C,C,Aron,Baynes,82,260,1986-12-09T00:00:00,Gisborne,New Zealand,,,Washington State,5453280.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000652.png,6,bca27365-2b46-470a-aaee-40cf0b096f6e,2086.0,3427.0,200332.0,296379,727092.0,2659.0,Scrambled,Scrambled,,Scrambled,37931,296379,5150,Aron Baynes,Aron Baynes,Aron Baynes,C,1.0,20000029,Aron Baynes,296379,4587173.0,http://cdn.usatsimg.com/api/download/?imageID=13714780,http://cdn.usatsimg.com/api/download/?imageID=13714798,2019-11-26T10:21:50,2019-11-26T10:22:33,203382
99,67,23.0,166.0,168,59,0.351,381,183,0.48,75,56,0.747,42,28,00,934.0,71.0,,141,33.0,203382,481,,,,,,,,,,,,,,,,,,,,237.0,,2019-20,10.0,PHX,1610612756.0,50.0,,203382,Aron Baynes,Aron,Baynes,True,20000652,,Active,29,PHO,46,C,C,Aron,Baynes,82,260,1986-12-09T00:00:00,Gisborne,New Zealand,,,Washington State,5453280.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000652.png,6,bca27365-2b46-470a-aaee-40cf0b096f6e,2086.0,3427.0,200332.0,296379,727092.0,2659.0,Scrambled,Scrambled,,Scrambled,37931,296379,5150,Aron Baynes,Aron Baynes,Aron Baynes,C,1.0,20000029,Aron Baynes,296379,4587173.0,http://cdn.usatsimg.com/api/download/?imageID=13714780,http://cdn.usatsimg.com/api/download/?imageID=13714798,2019-11-26T10:21:50,2019-11-26T10:22:33,203382
101,61,31.0,159.0,171,56,0.327,326,113,0.347,72,58,0.806,43,21,00,1111.0,13.0,,121,30.0,203145,340,,,,,,,,,,,,,,,,,,,,172.0,,2019-20,45.0,POR,1610612757.0,60.0,,203145,Kent Bazemore,Kent,Bazemore,True,20000608,,Active,30,SAC,26,G,SG,Kent,Bazemore,76,195,1989-07-01T00:00:00,Kelford,North Carolina,,,Old Dominion,19269662.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000608.png,6,2c157857-fffd-4eb5-8e2a-b28ebea8da77,2034.0,3401.0,200381.0,410764,736448.0,3532.0,Scrambled,Scrambled,,Scrambled,19781,410764,5102,Kent Bazemore,Kent Bazemore,Kent Bazemore,SF,1.0,20000030,Kent Bazemore,410764,4587219.0,http://cdn.usatsimg.com/api/download/?imageID=13715013,http://cdn.usatsimg.com/api/download/?imageID=13715012,2019-11-26T10:27:49,2019-11-26T10:27:48,203145
102,24,8.0,94.0,57,22,0.386,169,72,0.426,70,51,0.729,21,0,00,493.0,11.0,,61,30.0,203145,217,,,,,,,,,,,,,,,,,,,,105.0,,2019-20,25.0,SAC,1610612758.0,25.0,,203145,Kent Bazemore,Kent,Bazemore,True,20000608,,Active,30,SAC,26,G,SG,Kent,Bazemore,76,195,1989-07-01T00:00:00,Kelford,North Carolina,,,Old Dominion,19269662.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000608.png,6,2c157857-fffd-4eb5-8e2a-b28ebea8da77,2034.0,3401.0,200381.0,410764,736448.0,3532.0,Scrambled,Scrambled,,Scrambled,19781,410764,5102,Kent Bazemore,Kent Bazemore,Kent Bazemore,SF,1.0,20000030,Kent Bazemore,410764,4587219.0,http://cdn.usatsimg.com/api/download/?imageID=13715013,http://cdn.usatsimg.com/api/download/?imageID=13715012,2019-11-26T10:27:49,2019-11-26T10:27:48,203145
103,85,39.0,253.0,228,78,0.342,495,185,0.374,142,109,0.768,64,21,00,1604.0,24.0,,182,30.0,203145,557,,,,,,,,,,,,,,,,,,,,277.0,,2019-20,70.0,TOT,0.0,85.0,,203145,Kent Bazemore,Kent,Bazemore,True,20000608,,Active,30,SAC,26,G,SG,Kent,Bazemore,76,195,1989-07-01T00:00:00,Kelford,North Carolina,,,Old Dominion,19269662.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000608.png,6,2c157857-fffd-4eb5-8e2a-b28ebea8da77,2034.0,3401.0,200381.0,410764,736448.0,3532.0,Scrambled,Scrambled,,Scrambled,19781,410764,5102,Kent Bazemore,Kent Bazemore,Kent Bazemore,SF,1.0,20000030,Kent Bazemore,410764,4587219.0,http://cdn.usatsimg.com/api/download/?imageID=13715013,http://cdn.usatsimg.com/api/download/?imageID=13715012,2019-11-26T10:27:49,2019-11-26T10:27:48,203145
104,61,31.0,159.0,171,56,0.327,326,113,0.347,72,58,0.806,43,21,00,1111.0,13.0,,121,30.0,203145,340,,,,,,,,,,,,,,,,,,,,172.0,,2019-20,45.0,POR,1610612757.0,60.0,,203145,Kent Bazemore,Kent,Bazemore,True,20000608,,Active,30,SAC,26,G,SG,Kent,Bazemore,76,195,1989-07-01T00:00:00,Kelford,North Carolina,,,Old Dominion,19269662.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000608.png,6,2c157857-fffd-4eb5-8e2a-b28ebea8da77,2034.0,3401.0,200381.0,410764,736448.0,3532.0,Scrambled,Scrambled,,Scrambled,19781,410764,5102,Kent Bazemore,Kent Bazemore,Kent Bazemore,SF,1.0,20000030,Kent Bazemore,410764,4587219.0,http://cdn.usatsimg.com/api/download/?imageID=13715013,http://cdn.usatsimg.com/api/download/?imageID=13715012,2019-11-26T10:27:49,2019-11-26T10:27:48,203145
105,24,8.0,94.0,57,22,0.386,169,72,0.426,70,51,0.729,21,0,00,493.0,11.0,,61,30.0,203145,217,,,,,,,,,,,,,,,,,,,,105.0,,2019-20,25.0,SAC,1610612758.0,25.0,,203145,Kent Bazemore,Kent,Bazemore,True,20000608,,Active,30,SAC,26,G,SG,Kent,Bazemore,76,195,1989-07-01T00:00:00,Kelford,North Carolina,,,Old Dominion,19269662.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000608.png,6,2c157857-fffd-4eb5-8e2a-b28ebea8da77,2034.0,3401.0,200381.0,410764,736448.0,3532.0,Scrambled,Scrambled,,Scrambled,19781,410764,5102,Kent Bazemore,Kent Bazemore,Kent Bazemore,SF,1.0,20000030,Kent Bazemore,410764,4587219.0,http://cdn.usatsimg.com/api/download/?imageID=13715013,http://cdn.usatsimg.com/api/download/?imageID=13715012,2019-11-26T10:27:49,2019-11-26T10:27:48,203145
106,85,39.0,253.0,228,78,0.342,495,185,0.374,142,109,0.768,64,21,00,1604.0,24.0,,182,30.0,203145,557,,,,,,,,,,,,,,,,,,,,277.0,,2019-20,70.0,TOT,0.0,85.0,,203145,Kent Bazemore,Kent,Bazemore,True,20000608,,Active,30,SAC,26,G,SG,Kent,Bazemore,76,195,1989-07-01T00:00:00,Kelford,North Carolina,,,Old Dominion,19269662.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000608.png,6,2c157857-fffd-4eb5-8e2a-b28ebea8da77,2034.0,3401.0,200381.0,410764,736448.0,3532.0,Scrambled,Scrambled,,Scrambled,19781,410764,5102,Kent Bazemore,Kent Bazemore,Kent Bazemore,SF,1.0,20000030,Kent Bazemore,410764,4587219.0,http://cdn.usatsimg.com/api/download/?imageID=13715013,http://cdn.usatsimg.com/api/download/?imageID=13715012,2019-11-26T10:27:49,2019-11-26T10:27:48,203145
108,29,35.0,175.0,100,30,0.3,230,88,0.383,47,32,0.681,53,8,00,909.0,21.0,,45,19.0,1629647,238,,,,,,,,,,,,,,,,,,,,196.0,,2019-20,20.0,OKC,1610612760.0,40.0,,1629647,Darius Bazley,Darius,Bazley,True,20002286,,Active,18,OKC,7,F,PF,Darius,Bazley,80,208,,,,,,,2284800.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002286.png,0,6687bacd-1bd8-4f76-acdd-b4beac0bf402,3256.0,4624.0,201288.0,1172134,790579.0,,Scrambled,Scrambled,2020-03-12T00:00:00,Scrambled,110637,1172134,6211,Darius Bazley,Darius Bazley,Darius Bazley,PF,1.0,20000018,Darius Bazley,1172134,4586876.0,http://cdn.usatsimg.com/api/download/?imageID=13477197,http://cdn.usatsimg.com/api/download/?imageID=13514547,2019-10-09T17:16:12,2019-10-14T09:48:22,1629647
109,29,35.0,175.0,100,30,0.3,230,88,0.383,47,32,0.681,53,8,00,909.0,21.0,,45,19.0,1629647,238,,,,,,,,,,,,,,,,,,,,196.0,,2019-20,20.0,OKC,1610612760.0,40.0,,1629647,Darius Bazley,Darius,Bazley,True,20002286,,Active,18,OKC,7,F,PF,Darius,Bazley,80,208,,,,,,,2284800.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002286.png,0,6687bacd-1bd8-4f76-acdd-b4beac0bf402,3256.0,4624.0,201288.0,1172134,790579.0,,Scrambled,Scrambled,2020-03-12T00:00:00,Scrambled,110637,1172134,6211,Darius Bazley,Darius Bazley,Darius Bazley,PF,1.0,20000018,Darius Bazley,1172134,4586876.0,http://cdn.usatsimg.com/api/download/?imageID=13477197,http://cdn.usatsimg.com/api/download/?imageID=13514547,2019-10-09T17:16:12,2019-10-14T09:48:22,1629647
111,347,23.0,190.0,481,170,0.353,1303,593,0.455,457,385,0.842,57,57,00,2053.0,52.0,,126,26.0,203078,1741,,,,,,,,,,,,,,,,,,,,242.0,,2019-20,71.0,WAS,1610612764.0,194.0,,203078,Bradley Beal,Bradley,Beal,True,20000441,,Active,1,WAS,3,G,SG,Bradley,Beal,75,207,1993-06-28T00:00:00,St. Louis,Missouri,,,Florida,27093019.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000441.png,6,ff461754-ad20-4eeb-af02-2b46cc980b24,1966.0,3303.0,200464.0,606912,750970.0,3395.0,Scrambled,Scrambled,,Scrambled,15595,606912,5009,Brad Beal,Bradley Beal,Bradley Beal,SF,0.0,20000001,Bradley Beal,606912,4587482.0,http://cdn.usatsimg.com/api/download/?imageID=13477385,http://cdn.usatsimg.com/api/download/?imageID=13514963,2019-10-09T17:16:12,2019-10-14T10:03:12,203078
112,347,23.0,190.0,481,170,0.353,1303,593,0.455,457,385,0.842,57,57,00,2053.0,52.0,,126,26.0,203078,1741,,,,,,,,,,,,,,,,,,,,242.0,,2019-20,71.0,WAS,1610612764.0,194.0,,203078,Bradley Beal,Bradley,Beal,True,20000441,,Active,1,WAS,3,G,SG,Bradley,Beal,75,207,1993-06-28T00:00:00,St. Louis,Missouri,,,Florida,27093019.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000441.png,6,ff461754-ad20-4eeb-af02-2b46cc980b24,1966.0,3303.0,200464.0,606912,750970.0,3395.0,Scrambled,Scrambled,,Scrambled,15595,606912,5009,Brad Beal,Bradley Beal,Bradley Beal,SF,0.0,20000001,Bradley Beal,606912,4587482.0,http://cdn.usatsimg.com/api/download/?imageID=13477385,http://cdn.usatsimg.com/api/download/?imageID=13514963,2019-10-09T17:16:12,2019-10-14T10:03:12,203078
114,48,6.0,68.0,161,58,0.36,301,117,0.389,38,33,0.868,41,0,00,746.0,9.0,,50,23.0,1627736,325,,,,,,,,,,,,,,,,,,,,77.0,,2019-20,31.0,DEN,1610612743.0,36.0,,1627736,Malik Beasley,Malik,Beasley,True,20001678,,Active,16,MIN,5,G,SG,Malik,Beasley,76,187,1996-11-26T00:00:00,Atlanta,Georgia,,,Florida State,2731714.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001678.png,2,d3392ee6-cbe4-419e-bbd5-1b658d83e10e,2658.0,3853.0,200780.0,879503,767991.0,,Scrambled,Scrambled,,Scrambled,66064,879503,5650,Malik Beasley,Malik Beasley,Malik Beasley,SG,0.0,20000016,Malik Beasley,879503,4586760.0,http://cdn.usatsimg.com/api/download/?imageID=13454579,http://cdn.usatsimg.com/api/download/?imageID=13514750,2019-10-03T13:01:45,2019-10-14T09:54:46,1627736
115,27,2.0,62.0,115,49,0.426,233,110,0.472,28,21,0.75,14,14,00,463.0,9.0,,27,23.0,1627736,290,,,,,,,,,,,,,,,,,,,,71.0,,2019-20,9.0,MIN,1610612750.0,21.0,,1627736,Malik Beasley,Malik,Beasley,True,20001678,,Active,16,MIN,5,G,SG,Malik,Beasley,76,187,1996-11-26T00:00:00,Atlanta,Georgia,,,Florida State,2731714.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001678.png,2,d3392ee6-cbe4-419e-bbd5-1b658d83e10e,2658.0,3853.0,200780.0,879503,767991.0,,Scrambled,Scrambled,,Scrambled,66064,879503,5650,Malik Beasley,Malik Beasley,Malik Beasley,SG,0.0,20000016,Malik Beasley,879503,4586760.0,http://cdn.usatsimg.com/api/download/?imageID=13454579,http://cdn.usatsimg.com/api/download/?imageID=13514750,2019-10-03T13:01:45,2019-10-14T09:54:46,1627736
116,75,8.0,130.0,276,107,0.388,534,227,0.425,66,54,0.818,55,14,00,1209.0,18.0,,77,23.0,1627736,615,,,,,,,,,,,,,,,,,,,,148.0,,2019-20,40.0,TOT,0.0,57.0,,1627736,Malik Beasley,Malik,Beasley,True,20001678,,Active,16,MIN,5,G,SG,Malik,Beasley,76,187,1996-11-26T00:00:00,Atlanta,Georgia,,,Florida State,2731714.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001678.png,2,d3392ee6-cbe4-419e-bbd5-1b658d83e10e,2658.0,3853.0,200780.0,879503,767991.0,,Scrambled,Scrambled,,Scrambled,66064,879503,5650,Malik Beasley,Malik Beasley,Malik Beasley,SG,0.0,20000016,Malik Beasley,879503,4586760.0,http://cdn.usatsimg.com/api/download/?imageID=13454579,http://cdn.usatsimg.com/api/download/?imageID=13514750,2019-10-03T13:01:45,2019-10-14T09:54:46,1627736
117,48,6.0,68.0,161,58,0.36,301,117,0.389,38,33,0.868,41,0,00,746.0,9.0,,50,23.0,1627736,325,,,,,,,,,,,,,,,,,,,,77.0,,2019-20,31.0,DEN,1610612743.0,36.0,,1627736,Malik Beasley,Malik,Beasley,True,20001678,,Active,16,MIN,5,G,SG,Malik,Beasley,76,187,1996-11-26T00:00:00,Atlanta,Georgia,,,Florida State,2731714.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001678.png,2,d3392ee6-cbe4-419e-bbd5-1b658d83e10e,2658.0,3853.0,200780.0,879503,767991.0,,Scrambled,Scrambled,,Scrambled,66064,879503,5650,Malik Beasley,Malik Beasley,Malik Beasley,SG,0.0,20000016,Malik Beasley,879503,4586760.0,http://cdn.usatsimg.com/api/download/?imageID=13454579,http://cdn.usatsimg.com/api/download/?imageID=13514750,2019-10-03T13:01:45,2019-10-14T09:54:46,1627736
118,27,2.0,62.0,115,49,0.426,233,110,0.472,28,21,0.75,14,14,00,463.0,9.0,,27,23.0,1627736,290,,,,,,,,,,,,,,,,,,,,71.0,,2019-20,9.0,MIN,1610612750.0,21.0,,1627736,Malik Beasley,Malik,Beasley,True,20001678,,Active,16,MIN,5,G,SG,Malik,Beasley,76,187,1996-11-26T00:00:00,Atlanta,Georgia,,,Florida State,2731714.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001678.png,2,d3392ee6-cbe4-419e-bbd5-1b658d83e10e,2658.0,3853.0,200780.0,879503,767991.0,,Scrambled,Scrambled,,Scrambled,66064,879503,5650,Malik Beasley,Malik Beasley,Malik Beasley,SG,0.0,20000016,Malik Beasley,879503,4586760.0,http://cdn.usatsimg.com/api/download/?imageID=13454579,http://cdn.usatsimg.com/api/download/?imageID=13514750,2019-10-03T13:01:45,2019-10-14T09:54:46,1627736
119,75,8.0,130.0,276,107,0.388,534,227,0.425,66,54,0.818,55,14,00,1209.0,18.0,,77,23.0,1627736,615,,,,,,,,,,,,,,,,,,,,148.0,,2019-20,40.0,TOT,0.0,57.0,,1627736,Malik Beasley,Malik,Beasley,True,20001678,,Active,16,MIN,5,G,SG,Malik,Beasley,76,187,1996-11-26T00:00:00,Atlanta,Georgia,,,Florida State,2731714.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001678.png,2,d3392ee6-cbe4-419e-bbd5-1b658d83e10e,2658.0,3853.0,200780.0,879503,767991.0,,Scrambled,Scrambled,,Scrambled,66064,879503,5650,Malik Beasley,Malik Beasley,Malik Beasley,SG,0.0,20000016,Malik Beasley,879503,4586760.0,http://cdn.usatsimg.com/api/download/?imageID=13454579,http://cdn.usatsimg.com/api/download/?imageID=13514750,2019-10-03T13:01:45,2019-10-14T09:54:46,1627736
121,64,1.0,86.0,155,57,0.368,271,106,0.391,41,32,0.78,52,0,00,779.0,4.0,,41,33.0,201158,301,,,,,,,,,,,,,,,,,,,,90.0,,2019-20,10.0,SAS,1610612759.0,16.0,,201158,Marco Belinelli,Marco,Belinelli,True,20000654,,Active,24,SA,18,G,SG,Marco,Belinelli,77,220,1986-03-25T00:00:00,Bologna,Italy,,,,5846154.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000654.png,11,385f6a05-7dfb-4fc8-afed-b6a4f141100c,1384.0,2826.0,200386.0,393434,737312.0,1854.0,Scrambled,Scrambled,,Scrambled,9715,393434,4296,Marco Belinelli,Marco Belinelli,Marco Belinelli,SF,1.0,20000024,Marco Belinelli,393434,4587057.0,http://cdn.usatsimg.com/api/download/?imageID=13714921,http://cdn.usatsimg.com/api/download/?imageID=13714925,2019-11-26T10:25:49,2019-11-26T10:25:55,201158
122,64,1.0,86.0,155,57,0.368,271,106,0.391,41,32,0.78,52,0,00,779.0,4.0,,41,33.0,201158,301,,,,,,,,,,,,,,,,,,,,90.0,,2019-20,10.0,SAS,1610612759.0,16.0,,201158,Marco Belinelli,Marco,Belinelli,True,20000654,,Active,24,SA,18,G,SG,Marco,Belinelli,77,220,1986-03-25T00:00:00,Bologna,Italy,,,,5846154.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000654.png,11,385f6a05-7dfb-4fc8-afed-b6a4f141100c,1384.0,2826.0,200386.0,393434,737312.0,1854.0,Scrambled,Scrambled,,Scrambled,9715,393434,4296,Marco Belinelli,Marco Belinelli,Marco Belinelli,SF,1.0,20000024,Marco Belinelli,393434,4587057.0,http://cdn.usatsimg.com/api/download/?imageID=13714921,http://cdn.usatsimg.com/api/download/?imageID=13714925,2019-11-26T10:25:49,2019-11-26T10:25:55,201158
124,81,19.0,118.0,65,15,0.231,228,104,0.456,48,26,0.542,43,4,00,915.0,34.0,,84,25.0,1627761,249,,,,,,,,,,,,,,,,,,,,152.0,,2019-20,55.0,ATL,1610612737.0,60.0,,1627761,DeAndre' Bembry,DeAndre',Bembry,True,20001690,,Active,3,ATL,95,F,SF,Deandre,Bembry,77,210,1994-07-04T00:00:00,Charlotte,North Carolina,,,Saint Joseph&#x27;s,2603982.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001690.png,2,db42a3d8-e493-4f0e-aa9f-149397877fea,2657.0,3880.0,200782.0,795428,756697.0,,Scrambled,Scrambled,2020-03-10T00:00:00,Scrambled,49336,795428,5652,DeAndre Bembry,DeAndre' Bembry,DeAndre' Bembry,SF,1.0,20000003,DeAndre' Bembry,795428,4587577.0,http://cdn.usatsimg.com/api/download/?imageID=13458750,http://cdn.usatsimg.com/api/download/?imageID=13515098,2019-10-09T17:16:12,2019-10-14T10:08:32,1627761
